win,kills,deaths,dmgObj,dmgTurr,vision_score,totalDmg,totalDmgTaken,totalMinions,gold,position,time,0,rank
,,,,,,,,,,,,,bronze
True,4,2,3509,2319,10,55352,8675,100,7055,MIDDLE,19.666666666666668,,bronze
True,1,1,300,0,10,31599,6768,70,4514,MIDDLE,15.433333333333334,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
False,6,8,2446,2326,20,155528,22894,191,12135,MIDDLE,31.466666666666665,,bronze
True,5,10,3356,429,99,97777,26820,57,12408,UTILITY,44.71666666666667,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
False,7,9,3964,2827,25,171308,29533,176,13748,TOP,35.9,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
False,0,1,0,0,2,13333,2356,36,2892,BOTTOM,15.3,,bronze
True,7,7,18628,3744,35,121009,22000,167,13117,BOTTOM,34.78333333333333,,bronze
False,0,2,768,0,8,72166,11767,136,6377,BOTTOM,23.95,,bronze
True,5,0,12536,5897,14,87846,7992,115,8798,BOTTOM,22.383333333333333,,bronze
False,2,5,3154,1405,11,65175,8890,114,6843,BOTTOM,20.716666666666665,,bronze
True,0,0,0,0,0,423,0,0,503,BOTTOM,1.85,,bronze
False,8,4,7909,1822,22,115741,18132,122,11192,BOTTOM,29.666666666666668,,bronze
False,8,6,1681,243,49,73246,14497,49,12447,UTILITY,28.433333333333334,,bronze
True,6,4,3874,326,59,46245,12223,26,8778,UTILITY,26.866666666666667,,bronze
False,1,9,3306,910,86,28213,24880,15,9279,UTILITY,38.31666666666667,,bronze
True,6,8,4357,1493,24,109712,37480,112,11237,TOP,28.783333333333335,,bronze
False,2,10,632,458,31,93953,19817,170,9018,BOTTOM,29.083333333333332,,bronze
True,8,12,19471,2832,43,245308,49445,231,16076,BOTTOM,42.06666666666667,,bronze
False,4,5,641,383,20,154449,30733,202,10692,TOP,30.633333333333333,,bronze
True,5,5,2526,2526,21,90302,27685,134,8854,TOP,22.7,,bronze
False,10,8,1226,989,22,63635,17204,108,11243,MIDDLE,24.9,,bronze
False,5,7,0,0,18,90342,27442,150,10832,TOP,30.116666666666667,,bronze
True,5,6,2674,2674,38,150089,28598,180,13781,TOP,38.2,,bronze
False,2,7,301,301,11,83966,24827,137,7391,TOP,24.066666666666666,,bronze
False,2,9,668,173,16,80495,28483,154,8904,TOP,28.5,,bronze
True,14,7,23390,2934,19,178148,25907,167,16793,BOTTOM,36.733333333333334,,bronze
False,6,10,14676,0,15,179702,39470,62,12573,JUNGLE,33.18333333333333,,bronze
False,0,1,399,0,1,15233,2880,0,1377,JUNGLE,4.5,,bronze
True,6,1,19794,148,14,115873,14284,14,9027,JUNGLE,21.683333333333334,,bronze
True,6,10,25153,1252,21,223284,37815,46,15883,JUNGLE,37.68333333333333,,bronze
True,15,8,36827,740,12,225021,44752,41,17108,JUNGLE,40.43333333333333,,bronze
True,10,13,41499,1327,20,261560,43542,28,16635,JUNGLE,41.55,,bronze
True,14,7,42589,1081,22,249792,32465,42,15411,JUNGLE,35.38333333333333,,bronze
True,6,9,30395,486,27,248812,35130,34,15478,JUNGLE,38.8,,bronze
True,4,3,20601,464,15,94147,28825,9,9655,JUNGLE,26.566666666666666,,bronze
,,,,,,,,,,,,,bronze
False,6,12,26358,1930,17,181148,36297,234,14393,MIDDLE,41.233333333333334,,bronze
True,4,8,9136,6356,13,159134,30899,184,11494,MIDDLE,37.53333333333333,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
True,8,4,18037,10985,11,162483,15858,202,13391,BOTTOM,25.983333333333334,,bronze
False,14,5,12852,6215,23,292372,26712,254,19987,MIDDLE,32.45,,bronze
False,11,7,8529,0,17,223729,52477,37,13807,JUNGLE,32.7,,bronze
True,17,1,1126,1126,19,84558,15029,132,12972,MIDDLE,25.016666666666666,,bronze
False,14,7,5326,2204,31,315021,36363,273,20377,MIDDLE,44.68333333333333,,bronze
True,22,5,10833,4473,13,174744,22737,194,19865,MIDDLE,34.31666666666667,,bronze
False,25,7,10111,751,17,199512,32754,217,21002,MIDDLE,37.4,,bronze
False,7,6,5396,0,18,163719,20413,215,12218,MIDDLE,31.15,,bronze
True,7,4,54750,0,26,317424,24418,22,13993,JUNGLE,29.183333333333334,,bronze
False,7,6,5474,105,15,166809,26123,68,10721,JUNGLE,23.7,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
True,7,3,25600,14686,18,170792,38816,182,14122,TOP,30.4,,bronze
True,7,8,8461,8461,8,197195,52682,201,14653,TOP,35.5,,bronze
True,6,3,7696,7696,7,114097,18922,156,10409,TOP,25.183333333333334,,bronze
False,6,10,3564,640,17,196648,49784,217,14564,TOP,37.95,,bronze
True,11,0,12635,9513,10,142454,20469,186,13200,TOP,23.633333333333333,,bronze
False,5,11,14751,3752,11,106535,31698,114,9152,TOP,31.283333333333335,,bronze
True,5,8,33614,14337,30,425476,60460,344,23773,TOP,55.3,,bronze
True,5,4,13140,3969,15,92472,19497,107,10482,TOP,26.333333333333332,,bronze
True,3,2,5994,3641,13,105244,23455,158,9477,TOP,26.833333333333332,,bronze
True,9,1,6951,6951,9,103727,18627,133,10891,TOP,24.316666666666666,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
False,0,5,0,0,4,4980,5348,13,4005,TOP,27.616666666666667,,bronze
False,2,7,2266,798,17,81991,18379,115,8748,TOP,31.733333333333334,,bronze
False,1,10,1235,0,21,18857,13914,17,5835,UTILITY,22.8,,bronze
True,5,5,6984,5566,12,98333,15113,121,9076,MIDDLE,25.266666666666666,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
False,0,1,0,0,1,16222,2359,35,1610,MIDDLE,5.466666666666667,,bronze
True,18,9,59941,14264,24,278198,38820,215,20100,MIDDLE,38.36666666666667,,bronze
,,,,,,,,,,,,,bronze
False,8,5,3623,3623,21,252893,30907,241,15332,MIDDLE,36.266666666666666,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
False,9,9,620,620,21,58217,26341,39,10462,UTILITY,27.133333333333333,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
False,5,10,4992,1270,19,56178,28565,59,9194,UTILITY,28.183333333333334,,bronze
,,,,,,,,,,,,,bronze
,,,,,,,,,,,,,bronze
False,2,3,588,588,25,21445,16408,15,6003,UTILITY,22.416666666666668,,bronze
False,6,6,7333,1826,20,133214,36064,197,12302,TOP,30.966666666666665,,bronze
True,9,8,9811,9811,18,196497,47542,230,14978,TOP,35.083333333333336,,bronze
True,11,3,10590,9215,26,156877,16718,193,14281,MIDDLE,28.5,,bronze
False,4,4,4634,2001,14,63004,11774,124,7299,MIDDLE,18.95,,bronze
True,2,5,991,830,39,17956,15736,20,7043,UTILITY,22.766666666666666,,bronze
False,0,10,177,130,41,20610,21541,10,6405,UTILITY,27.233333333333334,,bronze
